source,target,id,osm_way_id,osm_bridge_relation_id,osm_bridge,osm_highway,osm_label,bridge_id,distance,within_boundaries
14555,18563,9547,11835301,,,,Oakleaf Road,,140.2489135,FALSE
1251,18567,9548,11835308,,,,Freeland Street,,92.63551086,FALSE
17549,18567,9549,11953320,,,,Patterson Street,,133.16635,FALSE
10592,18568,9550,11839134,,,,Grandview Avenue,,81.41567313,FALSE
18567,18568,9551,11835308,,,,Freeland Street,,42.36636849,FALSE
10593,18569,9552,609214302,,,,Pirl Street,,61.21870304,FALSE
17480,18569,9553,11835312,,,,Freeland Street,,198.1356628,FALSE
5532,18570,9554,11835314,,,,Sheffield Street,,163.6790166,TRUE
18570,18571,9555,11835314,,,,Sheffield Street,,136.1787935,TRUE
18571,18572,9556,11835314,,,,Sheffield Street,,169.3035241,TRUE
6936,18573,9557,660086098,,,,Lenox Avenue,,83.02695983,FALSE
6937,18574,9558,660086099,,,,Marion Avenue,,83.74061057,FALSE
11833,18574,9559,660086099,,,,Marion Avenue,,85.0276874,FALSE
7939,18575,9560,11835330,,,,South 11th Street,,73.02670937,TRUE
18575,18576,9561,11835330,,,,South 11th Street,,73.54451999,TRUE
6014,18579,9562,295777415,,,,Melwood Avenue,,298.1803231,TRUE
15801,18583,9563,11835391,,,,Dakota Avenue,,195.929698,FALSE
12900,18585,9564,109403121,,,,Hemlock Street,,35.49291119,TRUE
9774,18587,9565,11835409,,,,Barr Avenue,,126.8410538,FALSE
17060,18587,9566,11835409,,,,Barr Avenue,,123.764973,FALSE
85,18588,9567,11835411,,,,Barr Avenue,,230.8477824,FALSE
18539,18588,9568,11835411,,,,Barr Avenue,,136.0707351,FALSE
14509,18590,9569,11835414,,,,Barr Avenue,,64.67142059,FALSE
18590,18591,9570,11835414,,,,Barr Avenue,,61.73628584,FALSE
1605,18595,9571,638959896,,,,Sebring Avenue,,74.11358088,TRUE
18596,18597,9572,11835463,,,,54th Street,,58.27333143,TRUE
18600,18601,9573,11835463,,,,54th Street,,8.507394765,TRUE
679,18602,9574,11835463,,,,54th Street,,33.92827358,TRUE
16187,18604,9575,11835480,,,,Union Street,,45.60258907,FALSE
8625,18607,9576,429409960,,,,LaCrosse Street,,74.28145763,FALSE
14941,18607,9577,11835485,,,,Union Street,,141.9814049,FALSE
7106,18608,9578,11835486,,,,Union Street,,77.99850464,FALSE
13980,18608,9579,70080868,,,,High Street,,40.03236749,FALSE
17288,18608,9580,70080868,,,,High Street,,37.15554008,FALSE
9830,18609,9581,11835487,,,,Union Street,,115.0320246,FALSE
6321,18610,9582,11835488,,,,Union Street,,37.77348392,FALSE
6527,18611,9583,11835491,,,,Union Street,,79.04230093,FALSE
3257,18614,9584,625866900,,,,Bedford Avenue,,45.13528534,TRUE
14176,18615,9585,11835496,,,,Roberts Street,,66.62461753,TRUE
14640,18616,9586,625866899,,,,Roberts Street,,198.6370546,TRUE
16048,18616,9587,59380116,,,,Centre Avenue,,72.45834516,TRUE
8745,18617,9588,11947034,,,,Francis Street,,44.19904261,FALSE
15397,18617,9589,11947034,,,,Francis Street,,77.62474154,FALSE
2516,18618,9590,11945066,,,,Carver Street,,139.8264178,TRUE
2517,18619,9591,55127964,,,,Meadow Street,,141.3170826,TRUE
346,18621,9592,11957183,,,,Ridenour Avenue,,52.76888041,TRUE
17563,18621,9593,11835606,,,,Crafton Boulevard,,70.12858617,TRUE
17563,18622,9594,11835606,,,,Crafton Boulevard,,68.28508038,TRUE
5894,18624,9595,11959329,,,,Aspen Street,,106.6185612,FALSE
14723,18625,9596,11835610,,,,Diller Avenue,,97.24832415,FALSE
18626,18627,9597,11835611,,,,Diller Avenue,,25.93836497,TRUE
9431,18629,9598,11835614,,,,Birch Avenue,,67.59435621,FALSE
14681,18632,9599,11835618,,,,Cable Avenue,,134.6003726,FALSE
18631,18632,9600,11835618,,,,Cable Avenue,,14.9194984,FALSE
11314,18633,9601,54609949,,,,Braddock Avenue,,92.35497036,FALSE
11313,18634,9602,54609964,,,,Braddock Avenue,,91.34922188,FALSE
12913,18634,9603,11835620,,,,Cable Avenue,,48.98343452,FALSE
18633,18634,9604,11835620,,,,Cable Avenue,,45.25587556,FALSE
8984,18635,9605,11835620,,,,Cable Avenue,,37.72581743,FALSE
12285,18640,9606,11957002,,,,Dick Street,,57.88372181,FALSE
13012,18640,9607,11957002,,,,Dick Street,,86.80084395,FALSE
12286,18641,9608,11949641,,,,Steen Street,,56.46179728,FALSE
14166,18641,9609,11835632,,,,7th Avenue,,169.9727069,FALSE
18640,18641,9610,11835632,,,,7th Avenue,,52.14923943,FALSE
14019,18642,9611,11835632,,,,7th Avenue,,130.7524153,FALSE
18643,18644,9612,11835643,,,,Shirley Street,,56.96196762,TRUE
10697,18645,9613,295606971,,,,Straka Street,,153.4487765,TRUE
10698,18646,9614,11961254,,,,Oakglen Street,,165.5323171,TRUE
9840,18647,9615,11835646,,,,Shirley Street,,82.99760106,FALSE
18084,18647,9616,11835646,,,,Shirley Street,,81.23728763,FALSE
18388,18648,9617,11835655,,,,Glen Elm Drive,,41.04268236,FALSE
18389,18648,9618,11835656,,,,Glen Elm Drive,,50.9703126,FALSE
18648,18649,9619,11835655,,,,Glen Elm Drive,,60.48112066,FALSE
17166,18651,9620,11852968,,,,Murdstone Road,,160.6271712,FALSE
18650,18651,9621,11835662,,,,Kent Drive,,40.11475248,FALSE
7330,18652,9622,11835665,,,,Norland Avenue,,84.53882747,TRUE
3410,18660,9623,11943890,,,,Trance Drive,,122.7951533,FALSE
18661,18662,9624,11835712,,,,Sycamore Drive,,52.59952294,FALSE
18660,18664,9625,11943890,,,,Trance Drive,,30.39669308,FALSE
18663,18664,9626,11835715,,,,Sycamore Drive,,74.39518564,FALSE
4731,18665,9627,11835719,,,,Sycamore Drive,,100.9387389,FALSE
4798,18668,9628,11835728,,,,Campbell Place,,96.33346483,FALSE
10566,18669,9629,54460227,,,,Verona Road,,254.1857784,FALSE
13117,18669,9630,54460227,,,,Verona Road,,84.67061504,FALSE
4291,18672,9631,231865282,,,,Tree Farm Road,,108.3859299,FALSE
18673,18674,9632,11835735,,,,Run Street,,46.36989319,FALSE
13614,18675,9633,11835738,,,,Bancroft Street,,83.47367164,TRUE
17664,18675,9634,359408363,,,,45th Street,,125.3530617,TRUE
13614,18676,9635,11835738,,,,Bancroft Street,,89.16969084,TRUE
18232,18679,9636,11835745,,,,Kittanning Pike,,31.06670027,FALSE
18682,18683,9637,11835745,,,,Kittanning Pike,,114.8858172,FALSE
9976,18685,9638,54460846,,,,Dorseyville Road,,69.23259662,FALSE
11424,18687,9639,11963501,,,,Margaret Street,,73.07434711,FALSE
17832,18687,9640,11963501,,,,Margaret Street,,92.9195848,FALSE
18686,18687,9641,11835749,,,,Hilglor Drive,,227.8971865,FALSE
18687,18688,9642,11835749,,,,Hilglor Drive,,116.4628965,FALSE
10140,18693,9643,11835760,,,,Wendover Street,,81.05029738,TRUE
10140,18694,9644,11835760,,,,Wendover Street,,85.02560361,TRUE
1182,18695,9645,11945590,,,,Parklyn Street,,91.91363519,TRUE
11647,18697,9646,11835827,,,,Flemington Street,,342.1899004,TRUE
15752,18700,9647,88319443,,,,Trost Avenue,,50.86952015,TRUE
16602,18700,9648,88319443,,,,Trost Avenue,,19.03705065,TRUE
16960,18702,9649,653003749,,,,Glenwood Avenue,,112.6640861,TRUE
2149,18703,9650,11835876,,,,North Canal Street,,4.26370908,FALSE
7100,18704,9651,11957977,,,,12th Street,,90.5386981,FALSE
18703,18704,9652,11835876,,,,North Canal Street,,62.88101631,FALSE
12893,18705,9653,11835876,,,,North Canal Street,,55.88286436,FALSE
18704,18705,9654,11835876,,,,North Canal Street,,70.18922249,FALSE
12893,18706,9655,11835876,,,,North Canal Street,,46.29273127,FALSE
18709,18710,9656,11835880,,,,Freyburg Street,,96.14761711,TRUE
18713,18714,9657,11835884,,,,McCune Street,,60.26652318,FALSE
14097,18715,9658,54607451,,,,Hawkins Avenue,,41.61468476,FALSE
18715,18716,9659,11835885,,,,McCune Street,,94.72903646,FALSE
13803,18717,9660,11835891,,,,Antietam Street,,51.02898388,TRUE
11281,18720,9661,414264881,,,,Brown Avenue,,21.95556409,FALSE
12616,18720,9662,414264881,,,,Brown Avenue,,113.0255488,FALSE
12189,18722,9663,11835906,,,,Crestline Drive,,52.18043511,FALSE
18448,18726,9664,11835945,,,,Lincoln Avenue,,74.02546275,TRUE
11208,18727,9665,11835945,,,,Lincoln Avenue,,45.94219237,TRUE
16043,18727,9666,55127964,,,,Meadow Street,,82.71454694,TRUE
11208,18728,9667,11835945,,,,Lincoln Avenue,,55.87505403,TRUE
12072,18729,9668,612299520,,,,Shetland Street,,74.40964027,TRUE
18728,18729,9669,11835945,,,,Lincoln Avenue,,66.72914385,TRUE
17049,18730,9670,11835945,,,,Lincoln Avenue,,54.11333963,TRUE
14131,18732,9671,11835959,,,,Lincoln Avenue,,59.08745786,FALSE
6960,18733,9672,11947906,,,,Ridge Avenue,,80.86706896,FALSE
7996,18733,9673,11835959,,,,Lincoln Avenue,,50.55640427,FALSE
18732,18733,9674,11835959,,,,Lincoln Avenue,,12.90517649,FALSE
9652,18735,9675,11835962,,,,Lincoln Avenue,,316.094525,FALSE
18735,18736,9676,11835962,,,,Lincoln Avenue,,54.19362927,FALSE
3102,18739,9677,290282521,,,,Cherry Street,,19.87369757,FALSE
12940,18739,9678,11835968,,,,Lincoln Avenue,,192.4299128,FALSE
18181,18739,9679,290282521,,,,Cherry Street,,100.5341839,FALSE
11335,18743,9680,11835997,,,,Lincoln Avenue,,238.222907,FALSE
18132,18743,9681,607002684,,,,Center Avenue,,19.90948777,FALSE
13068,18744,9682,54209298,,,,East Steuben Street,,15.65405214,FALSE
13826,18745,9683,11836005,,,,Lincoln Avenue,,89.21381691,FALSE
18552,18745,9684,11836005,,,,Lincoln Avenue,,83.9151109,FALSE
18552,18746,9685,11836005,,,,Lincoln Avenue,,104.8995723,FALSE
18746,18747,9686,11836005,,,,Lincoln Avenue,,33.08157135,FALSE
11235,18749,9687,11836014,,,,Lincoln Avenue,,177.0369083,FALSE
1243,18751,9688,459897556,,,,California Avenue,,48.8113085,TRUE
18751,18752,9689,11836017,,,,Lincoln Avenue,11836017,40.38107475,TRUE
9370,18753,9690,310483769,,,,Velte Street,,119.0253604,FALSE
9371,18753,9691,11836019,,,,Lincoln Avenue,,61.81904534,FALSE
15190,18753,9692,11836019,,,,Lincoln Avenue,,31.17837637,FALSE
3560,18754,9693,11836025,,,,Waite Street,,46.69808792,TRUE
14629,18758,9694,11836045,,,,Doak Way,,68.87224203,TRUE
1586,18759,9695,11945057,,,,Hatteras Street,,82.62372558,TRUE
14098,18763,9696,11942397,,,,Clearview Avenue,,85.13474079,FALSE
18762,18763,9697,11942397,,,,Clearview Avenue,,62.60624953,FALSE
9820,18764,9698,54209310,,,,Poplar Street,,245.0077573,TRUE
13809,18765,9699,659437647,,,,Hamilton Avenue,,38.08010018,TRUE
10390,18766,9700,54286725,,,,Bennett Street,,199.5991628,TRUE
10391,18767,9701,433199657,,,,Frankstown Avenue,,198.7047075,TRUE
10267,18768,9702,11836117,,,,Sterrett Street,,35.33032162,TRUE
16675,18769,9703,461799985,,,,Penn Avenue,,24.28268675,FALSE
2496,18770,9704,11836122,,,,Willow Street,,44.60334583,FALSE
2496,18771,9705,11836122,,,,Willow Street,,42.94523205,FALSE
4334,18771,9706,11947844,,,,Ridge Avenue,,7.294045474,FALSE
17312,18772,9707,311149197,,,,Ohio River Boulevard,,54.5558564,FALSE
18772,18773,9708,11836180,,,,Willow Street,,44.11864386,FALSE
1367,18778,9709,11836214,,,,Willow Street,,58.67564736,FALSE
2848,18779,9710,223583096,,,,Old Noblestown Road,,70.30626524,FALSE
18779,18780,9711,11836219,,,,Willow Street,,103.9957237,FALSE
12209,18781,9712,11965142,,,,Maple Street,,89.9451107,FALSE
4357,18782,9713,11836220,,,,Willow Street,,83.60874899,FALSE
4243,18784,9714,11836229,,,,Ball Avenue,,306.7483605,FALSE
8611,18784,9715,11953398,,,,Meadow Drive,,63.25522424,FALSE
12826,18784,9716,11836229,,,,Ball Avenue,,101.7253818,FALSE
4129,18786,9717,11836277,,,,Mercy Street,,51.03062625,TRUE
7712,18787,9718,606760136,,,,Comrie Avenue,,42.5842795,FALSE
18787,18788,9719,11836278,,,,Comrie Avenue,,165.5113028,FALSE
9292,18790,9720,109355422,,,,Jewel St,,46.16554284,TRUE
7685,18791,9721,11836282,,,,Maurice Court,,86.01020356,FALSE
7685,18792,9722,11836282,,,,Maurice Court,,86.30535305,FALSE
853,18793,9723,11948507,,,,Kennedy Avenue,,78.13012624,TRUE
3865,18793,9724,11836388,,,,Veteran Street,,97.22320007,TRUE
8871,18793,9725,11948507,,,,Kennedy Avenue,,40.15164817,TRUE
8681,18795,9726,66866063,,,,California Avenue,,75.80976137,TRUE
53,18802,9727,11853188,,,,Broad Street,,169.5269772,TRUE
3144,18802,9728,11836443,,,,North Fairmount Street,,71.30911175,TRUE
11090,18802,9729,11853188,,,,Broad Street,,238.9574166,TRUE
14851,18803,9730,11836443,,,,North Fairmount Street,,69.14102114,TRUE
941,18805,9731,11836464,,,,Craighead Street,,75.06392656,TRUE
6179,18805,9732,524649737,,,,Kathleen Street,,110.9059712,TRUE
12802,18805,9733,524649737,,,,Kathleen Street,,42.33174595,TRUE
17422,18806,9734,11836464,,,,Craighead Street,,73.85296012,TRUE
754,18807,9735,11836464,,,,Craighead Street,,72.55901469,TRUE
18806,18807,9736,11836464,,,,Craighead Street,,75.67640026,TRUE
14949,18808,9737,54225909,,,,East Warrington Avenue,,63.69246503,TRUE
17395,18809,9738,625220758,,,,Chateau Street,,50.70756385,TRUE
2462,18810,9739,316634376,,,,South Negley Avenue,,84.79467346,TRUE
15336,18816,9740,362885648,,,,Idlewood Avenue,,40.64058941,TRUE
15335,18819,9741,362885646,,,,Bell Avenue,,44.93184428,TRUE
18816,18820,9742,362885648,,,,Idlewood Avenue,,4.704021188,TRUE
11449,18821,9743,11836526,,,,Hillendale Road,,117.1022155,FALSE
17100,18821,9744,11836526,,,,Hillendale Road,,102.9231364,FALSE
1020,18822,9745,11952357,,,,Tadmar Avenue,,150.8891651,FALSE
16363,18824,9746,625179901,,,,Henderson Street,,7.508569224,TRUE
18826,18827,9747,11836532,,,,Henderson Street,,146.1302813,FALSE
1094,18828,9748,11960633,,,,Blossom Drive,,193.7732456,FALSE
9666,18830,9749,11854716,,,,Charlotte Drive,,268.363266,FALSE
18829,18830,9750,11836540,,,,Clelia Drive,,133.0551241,FALSE
9668,18831,9751,527376637,,,,Jenne Drive,,266.1648847,FALSE
18830,18831,9752,11836540,,,,Clelia Drive,,91.0632174,FALSE
9669,18832,9753,11951713,,,,Elaine Drive,,270.8448616,FALSE
18831,18832,9754,11836540,,,,Clelia Drive,,92.4091219,FALSE
9670,18833,9755,11948913,,,,Judith Drive,,276.6625025,FALSE
18832,18833,9756,11836540,,,,Clelia Drive,,94.65110156,FALSE
18833,18834,9757,11836540,,,,Clelia Drive,,97.49444345,FALSE
14369,18835,9758,11836547,,,,Magnet Street,,61.51965261,TRUE
13484,18836,9759,132619186,,,,Plymouth Street,,188.105855,TRUE
10236,18837,9760,11836558,,,,Eiler Avenue,,15.18447874,TRUE
12074,18837,9761,11836558,,,,Eiler Avenue,,108.9031458,TRUE
2596,18838,9762,11836559,,,,Eiler Avenue,,27.89560399,TRUE
9125,18840,9763,11836562,,,,Ingrid Place,,113.8599004,FALSE
18840,18841,9764,11836562,,,,Ingrid Place,,72.56662038,FALSE
11351,18842,9765,109682886,,,,Frederick Street,,37.99392416,FALSE
18842,18843,9766,11836568,,,,Long Street,,136.8800273,FALSE
16516,18847,9767,351457939,,,,Crescent Gardens Drive,,170.0464674,FALSE
18849,18850,9768,11836625,,,,McNeil Place,,64.52108763,TRUE
10846,18853,9769,625462706,,,,Bower Hill Road,,100.6990458,FALSE
16054,18853,9770,11836683,,,,Kelso Road,,81.59821054,FALSE
12747,18860,9771,11836699,,,,Boroview Street,,47.14239933,FALSE
2150,18865,9772,11943666,,,,Churchview Avenue,,70.99129816,TRUE
11843,18865,9773,11943666,,,,Churchview Avenue,,60.27854256,FALSE
18864,18865,9774,11836743,,,,Sankey Avenue,,75.31431489,FALSE
12899,18869,9775,11836766,,,,Parkhurst Street,,34.91368586,TRUE
5058,18872,9776,11836789,,,,David Lane,,21.30336856,FALSE
13047,18877,9777,11836809,,,,Gorman Way,,85.01092813,TRUE
18706,18878,9778,11836820,,,,Clifton Avenue,,134.6070234,FALSE
4301,18879,9779,11839162,,,,Grandview Avenue,,147.4667882,FALSE
15743,18881,9780,11836838,,,,Jonquil Way,,48.91625428,TRUE
15225,18882,9781,11836838,,,,Jonquil Way,,16.08984425,TRUE
15743,18882,9782,11836838,,,,Jonquil Way,,59.58607076,TRUE
7130,18883,9783,11836859,,,,Wood Glen Drive,,101.2682124,FALSE
1259,18885,9784,349197154,,,,Philander Street,,77.32365299,TRUE
8688,18885,9785,349197154,,,,Philander Street,,77.66595979,TRUE
18884,18885,9786,11836863,,,,Pocono Street,,165.4202358,TRUE
10215,18888,9787,11836867,,,,Mackey Street,,54.42176389,TRUE
8422,18890,9788,11836873,,,,Winterset Drive,,66.81803716,FALSE
18896,18897,9789,11836907,,,,Oneil Boulevard,,39.24668216,FALSE
18477,18899,9790,11836907,,,,Oneil Boulevard,,31.58216435,FALSE
3315,18904,9791,11836928,,,,Wimer Drive,,80.9408159,FALSE
17134,18905,9792,11836933,,,,Thon Drive,,76.21271195,FALSE
17134,18906,9793,11836933,,,,Thon Drive,,335.1460109,FALSE
12505,18910,9794,302198439,,,,North Mathilda Street,,4.811843738,TRUE
16705,18910,9795,11836946,,,,Kincaid Street,,104.5207976,TRUE
7928,18911,9796,11836946,,,,Kincaid Street,,92.25680754,TRUE
18911,18912,9797,11836946,,,,Kincaid Street,,128.9245034,TRUE
11091,18913,9798,11836946,,,,Kincaid Street,,96.08993002,TRUE
14850,18913,9799,11945398,,,,North Aiken Avenue,,91.68055043,TRUE
18915,18916,9800,11836952,,,,East 21st Avenue,,182.3119019,FALSE
18916,18917,9801,11836952,,,,East 21st Avenue,,139.9775942,FALSE
7565,18922,9802,11963791,,,,Rebecca Street,,75.02262246,FALSE
11407,18924,9803,11948532,,,,Lenox Avenue,,78.96193326,FALSE
18573,18924,9804,660086098,,,,Lenox Avenue,,84.8664024,FALSE
5828,18926,9805,402537978,,,,Frankstown Road,,93.46690052,TRUE
7743,18927,9806,11837228,,,,Cromwell Street,,61.02846613,TRUE
8827,18927,9807,11949579,,,,Celeron Street,,182.2721516,TRUE
16080,18928,9808,130610475,,,,West Oliver Avenue,,49.05787947,FALSE
14983,18936,9809,11854449,,,,Berkshire Avenue,,141.3117979,TRUE
15866,18937,9810,54950192,,,,Woodbourne Avenue,,88.07646412,TRUE
18349,18938,9811,11837333,,,,Kipling Road,,125.1422657,FALSE
4215,18939,9812,11837336,,,,Norwood Street,,120.0598535,FALSE
10228,18940,9813,11837341,,,,Norwood Street,,62.94089367,FALSE
17866,18942,9814,11837349,,,,Hamburgh Street,,143.2926737,TRUE
13045,18944,9815,11837502,,,,Mayfield Avenue,,52.90159578,TRUE
8659,18945,9816,11837502,,,,Mayfield Avenue,,58.94389754,TRUE
13045,18945,9817,11837502,,,,Mayfield Avenue,,80.3283517,TRUE
18946,18947,9818,11837506,,,,Manor Place,,85.98658001,FALSE
15816,18948,9819,11839668,,,,Alpha Drive East,,101.9833289,FALSE
7902,18950,9820,11837518,,,,Lecanto Street,,89.15016055,FALSE
6050,18953,9821,625851657,,,,Oberlin Street,,157.8480477,TRUE
14785,18953,9822,11837529,,,,Joplin Street,,72.63268937,TRUE
16735,18954,9823,24771086,,,,Baum Boulevard,,126.4786652,TRUE
8956,18955,9824,625361998,,,,Fifth Avenue,,119.4278271,TRUE
10445,18955,9825,292851770,,,,Fifth Avenue,,131.4395759,TRUE
10810,18959,9826,147006425,,,,Fifth Avenue,,113.7925261,TRUE
14642,18960,9827,11837601,,,,Dinwiddie Street,,251.1296079,TRUE
14642,18961,9828,11837601,,,,Dinwiddie Street,,116.8215216,TRUE
8347,18962,9829,11959495,,,,Edgar Street,,159.9702275,TRUE
5872,18965,9830,242743477,,,,Wapello Street,,44.05387614,TRUE
823,18968,9831,307776050,,,,Streets Run Road,,60.09479519,FALSE
13726,18968,9832,11837623,,,,Willock Avenue,,75.39842809,FALSE
3112,18973,9833,113306599,,,,Liberty Avenue,,92.43413279,TRUE
16944,18977,9834,88325898,,,,Carrick Avenue,,52.62020309,TRUE
5419,18979,9835,11944352,,,,St Clair Drive,,122.1523146,FALSE
3863,18981,9836,11837676,,,,Southvue Drive,,95.40029827,FALSE
16183,18981,9837,11852775,,,,Roberta Drive,,201.0894452,FALSE
11671,18982,9838,11837678,,,,Cypress Street,,109.377683,FALSE
18984,18985,9839,11837680,,,,Cypress Street,,126.4458021,TRUE
18985,18987,9840,153076237,,,,South Mathilda Street,,9.883315672,TRUE
18987,18988,9841,11837682,,,,Cypress Street,,78.93154828,TRUE
18988,18989,9842,11837682,,,,Cypress Street,,109.4009015,TRUE
16541,18991,9843,11837682,,,,Cypress Street,,89.54884133,TRUE
18990,18991,9844,11837682,,,,Cypress Street,,94.79097915,TRUE
13156,18993,9845,11837688,,,,Millbridge Street,,52.91230203,TRUE
2069,18996,9846,11837688,,,,Millbridge Street,,48.1138767,TRUE
17017,19000,9847,54286563,,,,Greentree Road,,90.70708939,FALSE
16015,19004,9848,11943252,,,,Overlook Drive,,112.2572926,FALSE
19006,19007,9849,11837725,,,,Midway Road,,28.97921363,FALSE
1995,19013,9850,11837769,,,,Orchard Street,,140.6484595,FALSE
4842,19014,9851,54582988,,,,South Linwood Avenue,,59.31944055,FALSE
8358,19014,9852,54582988,,,,South Linwood Avenue,,162.4147075,FALSE
15734,19015,9853,11947089,,,,Parker Avenue,,58.17289675,FALSE
6313,19018,9854,11837813,,,,Orchard Street,,80.46022203,FALSE
7557,19023,9855,11837835,,,,Rydal Street,,289.4559537,TRUE
17059,19023,9856,11963449,,,,Milnor Street,,78.57182611,TRUE
19025,19026,9857,11837844,,,,McCandless Avenue,,74.92120572,TRUE
5435,19027,9858,11961035,,,,Keystone Street,,156.1711124,TRUE
5437,19028,9859,109352675,,,,Duncan Street,,160.042875,TRUE
10539,19033,9860,306480152,,,,Second Avenue,,15.70151707,TRUE
6042,19037,9861,11837933,,,,Milford Street,,40.20487996,TRUE
11679,19037,9862,11837933,,,,Milford Street,,47.33443291,TRUE
19038,19039,9863,11838029,,,,Walnut Court,,71.04711354,FALSE
19039,19040,9864,11838029,,,,Walnut Court,,5.306410697,FALSE
13749,19042,9865,11838038,,,,Spring Street,,49.67996927,FALSE
18409,19043,9866,11838038,,,,Spring Street,,82.33738661,FALSE
19044,19045,9867,11838044,,,,Spring Street,,105.3370579,FALSE
19045,19046,9868,11838044,,,,Spring Street,,146.1669284,FALSE
8327,19048,9869,11838049,,,,Spring Street,,143.5859659,FALSE
2791,19049,9870,505422985,,,,Walnut Street,,55.6655596,FALSE
6705,19049,9871,505422985,,,,Walnut Street,,52.62764455,FALSE
2792,19050,9872,11952636,,,,Locust Street,,68.01198801,FALSE
6706,19050,9873,11952636,,,,Locust Street,,56.75235985,FALSE
11105,19051,9874,11838054,,,,Spring Street,,67.9192196,FALSE
19050,19051,9875,11838054,,,,Spring Street,,45.77543525,FALSE
9503,19052,9876,11957286,,,,Grant Street,,38.13366114,FALSE
11105,19052,9877,11838054,,,,Spring Street,,45.05306517,FALSE
17707,19052,9878,11838054,,,,Spring Street,,101.7403813,FALSE
5099,19054,9879,54678752,,,,1st Street,,81.08688577,FALSE
16312,19055,9880,11838084,,,,Spring Street,,77.00287511,FALSE
18755,19056,9881,11838090,,,,Spring Street,,12.87406826,TRUE
5035,19057,9882,11838090,,,,Spring Street,,71.47932916,TRUE
19056,19057,9883,11838090,,,,Spring Street,,28.27726035,TRUE
5035,19058,9884,11838090,,,,Spring Street,,61.06663464,TRUE
18881,19059,9885,88409207,,,,Sterling Street,,44.4221472,TRUE
19059,19060,9886,11838090,,,,Spring Street,,132.1981268,TRUE
15361,19061,9887,11838090,,,,Spring Street,,93.68106692,TRUE
169,19063,9888,88316748,,,,Rinne Street,,140.54328,TRUE
19062,19063,9889,11838090,,,,Spring Street,,7.998383545,TRUE
11502,19066,9890,432303845,,,,Jones Avenue,,43.66021786,FALSE
6458,19071,9891,11838140,,,,Meadowbrook Drive,,111.9577733,FALSE
16590,19071,9892,54967390,,,,Highland Road,,194.1740185,FALSE
1843,19076,9893,482330678,,,,Anderson Road,,14.59137052,FALSE
7452,19078,9894,572304667,,,,Baptist Road,,38.30942663,FALSE
9723,19080,9895,11838247,,,,Apple Avenue,,163.5127302,TRUE
19079,19080,9896,11838247,,,,Apple Avenue,,186.3460498,TRUE
18980,19082,9897,11838251,,,,Apple Avenue,,127.1835829,TRUE
19081,19082,9898,433199659,,,,Lincoln Avenue,,62.05489256,TRUE
17484,19086,9899,11838268,,,,Rosewood Drive,,50.31374491,FALSE
10281,19089,9900,11838275,,,,Rosewood Drive,,119.5937205,FALSE
1699,19091,9901,11838281,,,,Highridge Street,,79.8409647,TRUE
19092,19093,9902,11838299,,,,Ward Street,,38.83496179,TRUE
5885,19095,9903,28473212,,,,Semple Street,,20.84324392,TRUE
19099,19100,9904,11838358,,,,Grant Avenue,,10.7544868,FALSE
18175,19103,9905,11945111,,,,Steiner Avenue,,68.07145367,FALSE
19102,19103,9906,11838364,,,,Grant Avenue Ext,,29.69430246,FALSE
12006,19104,9907,11838364,,,,Grant Avenue Ext,,82.31775142,FALSE
13050,19104,9908,11945348,,,,Homestead Duquesne Road,,62.99860438,FALSE
19105,19106,9909,11838366,,,,Grant Avenue,,15.5691364,FALSE
5702,19107,9910,671926108,,,,South 7th Street,,149.213751,FALSE
13371,19107,9911,11838366,,,,Grant Avenue,,41.85937439,FALSE
16189,19107,9912,11838366,,,,Grant Avenue,,47.98929048,FALSE
11936,19109,9913,11838368,,,,Grant Avenue,,38.82316551,FALSE
13928,19109,9914,11838368,,,,Grant Avenue,,11.45623181,FALSE
16714,19110,9915,11838380,,,,Grant Avenue,,84.63735112,FALSE
15521,19112,9916,11838387,,,,Grant Avenue,,28.54989216,FALSE
18165,19112,9917,11838387,,,,Grant Avenue,,56.5550545,FALSE
10824,19113,9918,625220733,,,,Lincoln Avenue,,99.18118076,FALSE
10734,19114,9919,11838398,,,,Grant Avenue,,70.16680812,FALSE
17858,19114,9920,362819083,,,,Wilcox Street,,132.8612902,FALSE
18019,19115,9921,598915605,,,,Justus Street,,48.75179688,FALSE
19114,19115,9922,11838398,,,,Grant Avenue,,34.49853245,FALSE
17859,19116,9923,161498883,,,,Morrow Street,,42.62734533,FALSE
19115,19116,9924,11838398,,,,Grant Avenue,,97.35948053,FALSE
15778,19119,9925,11838422,,,,Lansing Avenue,,7.631930264,FALSE
14469,19123,9926,243363892,,,,Coraopolis Road,,19.31474921,FALSE
9508,19124,9927,344435170,,,,Centre Avenue,,42.92702296,TRUE
19072,19125,9928,11838466,,,,Pleasant Street,,18.4565142,FALSE
19072,19126,9929,11838466,,,,Pleasant Street,,87.74920818,FALSE
13249,19127,9930,11838467,,,,Pleasant Street,,114.7549404,FALSE
18537,19132,9931,11838513,,,,Salem Circle,,62.57032908,FALSE
12667,19133,9932,11838534,,,,Frederick Avenue,,54.61503315,FALSE
3632,19134,9933,459489059,,,,Itin Street,,132.6842837,TRUE
14429,19135,9934,11838539,,,,Diana Street,,41.89812504,TRUE
11621,19137,9935,11958337,,,,Taft Avenue,,18.86272929,TRUE
